n_estimators,max_depth,Model,Feature,Threshold (≤),Train AUC,Test AUC,Train-Test gap
30,3,TGB,repaglinide_No,0.5,0.501,0.5229,-0.0218
10,3,TGB,repaglinide_No,0.5,0.501,0.5229,-0.0218
35,3,TGB,num_medications,25.5,0.5367,0.5229,0.0139
15,3,TGB,repaglinide_No,0.5,0.501,0.5229,-0.0218
25,3,TGB,repaglinide_No,0.5,0.501,0.5229,-0.0218
,,XGBoost,num_procedures,1.0,0.5263,0.5216,0.0047
100,3,TGB,discharge_disposition_id,10.5,0.5213,0.5194,0.0019
100,3,TGB,discharge_disposition_id,9.5,0.5213,0.5194,0.0019
100,3,TGB,discharge_disposition_id,8.5,0.5213,0.5194,0.0019
40,2,TGB,discharge_disposition_id,9.5,0.5213,0.5194,0.0019
40,2,TGB,discharge_disposition_id,10.5,0.5213,0.5194,0.0019
100,3,TGB,discharge_disposition_id,9.0,0.5213,0.5194,0.0019
100,3,TGB,discharge_disposition_id,10.0,0.5213,0.5194,0.0019
100,2,TGB,discharge_disposition_id,9.5,0.5213,0.5194,0.0019
40,3,TGB,discharge_disposition_id,10.5,0.5213,0.5194,0.0019
40,3,TGB,discharge_disposition_id,9.5,0.5213,0.5194,0.0019
40,3,TGB,discharge_disposition_id,10.0,0.5213,0.5194,0.0019
200,3,TGB,discharge_disposition_id,10.5,0.5213,0.5194,0.0019
100,2,TGB,discharge_disposition_id,10.5,0.5213,0.5194,0.0019
40,3,TGB,discharge_disposition_id,8.5,0.5213,0.5194,0.0019
200,3,TGB,discharge_disposition_id,9.5,0.5213,0.5194,0.0019
200,3,TGB,discharge_disposition_id,8.5,0.5213,0.5194,0.0019
200,2,TGB,discharge_disposition_id,9.5,0.5213,0.5194,0.0019
200,2,TGB,discharge_disposition_id,10.0,0.5213,0.5194,0.0019
200,2,TGB,discharge_disposition_id,10.5,0.5213,0.5194,0.0019
100,2,TGB,discharge_disposition_id,10.0,0.5213,0.5194,0.0019
200,3,TGB,discharge_disposition_id,10.0,0.5213,0.5194,0.0019
200,3,TGB,discharge_disposition_id,7.5,0.5213,0.5191,0.0021
40,3,TGB,discharge_disposition_id,7.5,0.5213,0.5191,0.0021
100,3,TGB,discharge_disposition_id,7.5,0.5213,0.5191,0.0021
200,3,TGB,number_emergency,1.5,0.5192,0.519,0.0002
40,3,TGB,number_emergency,1.5,0.5192,0.519,0.0002
100,3,TGB,number_emergency,1.5,0.5192,0.519,0.0002
200,3,TGB,diag_1_428,0.5,0.5174,0.5188,-0.0015
40,3,TGB,diag_1_428,0.5,0.5174,0.5188,-0.0015
100,3,TGB,diag_1_428,0.5,0.5174,0.5188,-0.0015
,,XGBoost,diag_1_428,1.0,0.5174,0.5188,-0.0015
,,XGBoost,gender_Male,1.0,0.5067,0.5183,-0.0116
,,XGBoost,gender_Female,1.0,0.5067,0.5183,-0.0116
25,3,TGB,num_medications,17.5,0.5541,0.5171,0.0369
35,3,TGB,num_medications,17.5,0.5541,0.5171,0.0369
15,3,TGB,num_medications,17.5,0.5541,0.5171,0.0369
10,3,TGB,num_medications,17.5,0.5541,0.5171,0.0369
20,3,TGB,num_medications,17.5,0.5541,0.5171,0.0369
30,3,TGB,num_medications,17.5,0.5541,0.5171,0.0369
100,3,TGB,number_inpatient,4.5,0.5149,0.5149,-0.0
40,3,TGB,number_inpatient,4.5,0.5149,0.5149,-0.0
200,3,TGB,number_inpatient,4.5,0.5149,0.5149,-0.0
30,1,TGB,time_in_hospital,7.5,0.5939,0.5143,0.0796
20,3,TGB,time_in_hospital,7.5,0.5939,0.5143,0.0796
35,1,TGB,time_in_hospital,7.5,0.5939,0.5143,0.0796
35,2,TGB,time_in_hospital,7.5,0.5939,0.5143,0.0796
15,1,TGB,time_in_hospital,7.5,0.5939,0.5143,0.0796
15,2,TGB,time_in_hospital,7.5,0.5939,0.5143,0.0796
25,3,TGB,time_in_hospital,7.5,0.5939,0.5143,0.0796
35,3,TGB,time_in_hospital,7.5,0.5939,0.5143,0.0796
25,2,TGB,time_in_hospital,7.5,0.5939,0.5143,0.0796
10,3,TGB,time_in_hospital,7.5,0.5939,0.5143,0.0796
20,2,TGB,time_in_hospital,7.5,0.5939,0.5143,0.0796
30,3,TGB,time_in_hospital,7.5,0.5939,0.5143,0.0796
5,3,TGB,time_in_hospital,7.5,0.5939,0.5143,0.0796
20,1,TGB,time_in_hospital,7.5,0.5939,0.5143,0.0796
10,2,TGB,time_in_hospital,7.5,0.5939,0.5143,0.0796
15,3,TGB,time_in_hospital,7.5,0.5939,0.5143,0.0796
30,2,TGB,time_in_hospital,7.5,0.5939,0.5143,0.0796
25,1,TGB,time_in_hospital,7.5,0.5939,0.5143,0.0796
200,3,TGB,discharge_disposition_id,1.5,0.5128,0.5124,0.0004
40,3,TGB,discharge_disposition_id,1.5,0.5128,0.5124,0.0004
100,3,TGB,discharge_disposition_id,1.5,0.5128,0.5124,0.0004
,,XGBoost,admission_type_id,-1.0,0.5117,0.5112,0.0005
,,XGBoost,age_[80-90),1.0,0.5067,0.5104,-0.0037
,,XGBoost,race_Caucasian,1.0,0.5134,0.5101,0.0033
,,XGBoost,age_[50-60),1.0,0.5067,0.5096,-0.003
,,XGBoost,diag_2_403,1.0,0.5079,0.5092,-0.0013
5,3,TGB,diag_1_493,0.5,0.5128,0.5086,0.0042
10,3,TGB,diag_1_493,0.5,0.5128,0.5086,0.0042
35,3,TGB,diag_1_493,0.5,0.5128,0.5086,0.0042
25,3,TGB,diag_1_493,0.5,0.5128,0.5086,0.0042
30,3,TGB,age_[30-40),0.5,0.5281,0.5086,0.0195
30,3,TGB,diag_1_493,0.5,0.5128,0.5086,0.0042
15,3,TGB,diag_1_493,0.5,0.5128,0.5086,0.0042
,,XGBoost,age_[70-80),1.0,0.5111,0.5079,0.0032
,,XGBoost,discharge_disposition_id,2.0,0.5066,0.5076,-0.001
20,2,TGB,diag_2_250.6,0.5,0.5153,0.5057,0.0096
25,2,TGB,diag_2_250.6,0.5,0.5153,0.5057,0.0096
15,2,TGB,diag_2_250.6,0.5,0.5153,0.5057,0.0096
15,3,TGB,diag_2_250.6,0.5,0.5153,0.5057,0.0096
10,2,TGB,diag_2_250.6,0.5,0.5153,0.5057,0.0096
10,3,TGB,diag_2_250.6,0.5,0.5153,0.5057,0.0096
35,3,TGB,diag_2_250.6,0.5,0.5153,0.5057,0.0096
