parameter,n_estimators,max_depth,feature,threshold,tree_count,total_binary_variables,importance
nest35_depth3,35,3,num_medications,6.5,1,55,0.0131
nest35_depth3,35,3,num_medications,17.5,1,55,0.0129
nest35_depth3,35,3,num_lab_procedures,55.5,1,55,0.0083
nest35_depth3,35,3,race_AfricanAmerican,0.5,1,55,0.0077
nest35_depth3,35,3,num_medications,25.5,1,55,0.0074
nest35_depth3,35,3,age_[80-90),0.5,2,55,0.0073
nest35_depth3,35,3,repaglinide_No,0.5,1,55,0.0059
nest35_depth3,35,3,diag_3_682,0.5,1,55,0.0058
nest35_depth3,35,3,discharge_disposition_id,5.5,1,55,0.0056
nest35_depth3,35,3,diag_1_493,0.5,1,55,0.0054
nest35_depth3,35,3,num_lab_procedures,74,1,55,0.004
nest40_depth1,40,1,number_inpatient,0.5,6,6,0.4871
nest40_depth1,40,1,number_inpatient,1.5,3,6,0.2252
nest40_depth1,40,1,number_emergency,0.5,1,6,0.0824
nest40_depth2,40,2,number_inpatient,0.5,8,33,0.4103
nest40_depth2,40,2,number_inpatient,1.5,4,33,0.1098
nest40_depth2,40,2,number_emergency,0.5,2,33,0.0556
nest40_depth2,40,2,number_diagnoses,5.5,3,33,0.0538
nest40_depth2,40,2,number_outpatient,0.5,2,33,0.0496
nest40_depth2,40,2,discharge_disposition_id,9.5,3,33,0.0327
nest40_depth2,40,2,number_inpatient,2.5,2,33,0.0232
nest40_depth2,40,2,number_diagnoses,6.5,2,33,0.022
nest40_depth2,40,2,discharge_disposition_id,10.5,2,33,0.0148
nest40_depth2,40,2,diabetesMed_Yes,0.5,1,33,0.0118
nest40_depth2,40,2,number_inpatient,3.5,1,33,0.0059
nest40_depth3,40,3,number_inpatient,0.5,10,74,0.4124
nest40_depth3,40,3,number_inpatient,1.5,6,74,0.0641
nest40_depth3,40,3,number_emergency,0.5,5,74,0.0464
nest40_depth3,40,3,number_diagnoses,5.5,4,74,0.0424
nest40_depth3,40,3,number_outpatient,0.5,6,74,0.0406
nest40_depth3,40,3,discharge_disposition_id,10.5,5,74,0.0238
nest40_depth3,40,3,admission_source_id,6.5,4,74,0.0237
nest40_depth3,40,3,discharge_disposition_id,9.5,3,74,0.0216
nest40_depth3,40,3,diag_1_428,0.5,2,74,0.0207
nest40_depth3,40,3,number_diagnoses,6.5,3,74,0.0205
nest40_depth3,40,3,number_inpatient,2.5,3,74,0.0203
nest40_depth3,40,3,discharge_disposition_id,8.5,2,74,0.0185
nest40_depth3,40,3,discharge_disposition_id,10,3,74,0.0163
nest40_depth3,40,3,diabetesMed_No,0.5,3,74,0.0131
nest40_depth3,40,3,discharge_disposition_id,7.5,3,74,0.0107
nest40_depth3,40,3,number_inpatient,3.5,1,74,0.0082
nest40_depth3,40,3,diabetesMed_Yes,0.5,1,74,0.0051
nest40_depth3,40,3,diag_1_278,0.5,2,74,0.005
nest40_depth3,40,3,number_emergency,1.5,1,74,0.0045
nest40_depth3,40,3,number_inpatient,4.5,1,74,0.0039
nest40_depth3,40,3,discharge_disposition_id,1.5,2,74,0.0034
nest100_depth1,100,1,number_inpatient,0.5,6,23,0.3965
nest100_depth1,100,1,number_inpatient,1.5,3,23,0.1604
nest100_depth1,100,1,number_emergency,0.5,1,23,0.0636
nest100_depth2,100,2,number_inpatient,0.5,8,85,0.3502
nest100_depth2,100,2,number_inpatient,1.5,4,85,0.0941
nest100_depth2,100,2,number_emergency,0.5,2,85,0.0478
nest100_depth2,100,2,number_diagnoses,5.5,3,85,0.0457
nest100_depth2,100,2,number_outpatient,0.5,2,85,0.0457
nest100_depth2,100,2,discharge_disposition_id,9.5,3,85,0.0289
nest100_depth2,100,2,discharge_disposition_id,10.5,1,85,0.0238
