parameter,n_estimators,max_depth,feature,threshold,tree_count,total_binary_variables,importance
nest100_depth3,100,3,yr,0.5,11,68,0.0561
nest100_depth3,100,3,hr,21.5,3,68,0.0373
nest100_depth3,100,3,season,1.5,2,68,0.0323
nest100_depth3,100,3,hr,22.5,3,68,0.031
nest100_depth3,100,3,temp,0.37,1,68,0.0262
nest100_depth3,100,3,weathersit,2.5,1,68,0.0256
nest100_depth3,100,3,temp,0.47,2,68,0.0254
nest100_depth3,100,3,temp,0.45,2,68,0.0246
nest100_depth3,100,3,temp,0.31,2,68,0.0225
nest100_depth3,100,3,workingday,0.5,5,68,0.0217
nest100_depth3,100,3,hr,5.5,10,68,0.0186
nest100_depth3,100,3,atemp,0.3409,1,68,0.0184
nest100_depth3,100,3,hr,20.5,2,68,0.0162
nest100_depth3,100,3,hr,19.5,2,68,0.01
nest100_depth3,100,3,atemp,0.3106,1,68,0.0092
nest100_depth3,100,3,hum,0.805,1,68,0.0066
nest100_depth3,100,3,hum,0.74,1,68,0.0055
nest100_depth3,100,3,season,2.5,1,68,0.0045
nest100_depth3,100,3,hum,0.815,1,68,0.0033
nest100_depth3,100,3,atemp,0.4318,1,68,0.0008
nest100_depth3,100,3,hr,0.5,7,68,0.0008
nest200_depth1,200,1,hr,6.5,8,40,0.5191
nest200_depth1,200,1,atemp,0.5985,1,40,0.0415
nest200_depth1,200,1,temp,0.47,1,40,0.0389
nest200_depth2,200,2,hr,6.5,10,80,0.4816
nest200_depth2,200,2,yr,0.5,3,80,0.0482
nest200_depth2,200,2,hr,21.5,2,80,0.046
nest200_depth2,200,2,hr,5.5,8,80,0.0334
nest200_depth2,200,2,temp,0.37,1,80,0.0276
nest200_depth2,200,2,temp,0.45,1,80,0.0261
nest200_depth2,200,2,season,1.5,1,80,0.0256
nest200_depth2,200,2,temp,0.31,1,80,0.0208
nest200_depth2,200,2,atemp,0.3257,1,80,0.0193
nest200_depth2,200,2,temp,0.47,1,80,0.0166
nest200_depth2,200,2,temp,0.49,1,80,0.0109
nest200_depth3,200,3,hr,6.5,10,130,0.4455
nest200_depth3,200,3,yr,0.5,11,130,0.0545
nest200_depth3,200,3,hr,21.5,3,130,0.0364
nest200_depth3,200,3,workingday,0.5,5,130,0.0354
nest200_depth3,200,3,season,1.5,2,130,0.031
nest200_depth3,200,3,hr,22.5,3,130,0.0302
nest200_depth3,200,3,temp,0.37,1,130,0.0252
nest200_depth3,200,3,weathersit,2.5,1,130,0.0249
nest200_depth3,200,3,temp,0.47,2,130,0.0245
nest200_depth3,200,3,temp,0.45,2,130,0.0237
nest200_depth3,200,3,temp,0.31,2,130,0.0216
nest200_depth3,200,3,hr,5.5,10,130,0.018
nest200_depth3,200,3,atemp,0.3409,1,130,0.0175
nest200_depth3,200,3,hr,20.5,2,130,0.0158
nest200_depth3,200,3,hr,19.5,2,130,0.0099
nest200_depth3,200,3,atemp,0.3106,1,130,0.0088
nest200_depth3,200,3,hum,0.805,1,130,0.0064
nest200_depth3,200,3,hum,0.745,1,130,0.0053
nest200_depth3,200,3,season,2.5,1,130,0.0046
nest200_depth3,200,3,hum,0.815,1,130,0.0031
nest200_depth3,200,3,hr,0.5,7,130,0.0013
nest200_depth3,200,3,atemp,0.4318,1,130,0.0007
